network,station id,start_date,end_date, lat,lon,elev,element,state,county,Subwatershed,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,1184,7/18/11,1/1/00,38.79,-111.69,8400,Air Temperature,UT,Sevier,Gooseberry Creek,Gooseberry RS Up,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1184,11L02S  ,GOUU1,8
scan,2165,3/1/10,1/1/00,39.99,-114,5490,Air Temperature,UT,Tooele,West Deep Creek,Goshute,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2165,SC2165  ,GSHU1,7
scan,2152,8/27/09,1/1/00,40.59,-112.39,4340,Air Temperature,UT,Tooele,South Willow Creek-Frontal Great Salt Lake,Grantsville,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2152,SC2152  ,GTVU1,7
scan,2131,5/15/05,1/1/00,39.02,-110.16,4100,Air Temperature,UT,Emery,Gunnison Valley-Green River,Green River,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2131,SC2131  ,GREU1,7
scan,2160,5/4/10,1/1/00,41.78,-113.82,5820,Air Temperature,UT,Box Elder,Kimbell Creek-Grouse Creek,Grouse Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2160,SC2160  ,GRSU1,7
snotel,1065,8/26/04,1/1/00,37.5,-113.94,6800,Air Temperature,UT,Washington,Pine Park Canyon,Gutz Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1065,13M06S  ,GTZU1,8
scan,2164,3/9/10,1/1/00,38.59,-113.75,5250,Air Temperature,UT,Millard,Cottonwood Wash-Frontal Pine Valley Hardpan,Hals Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2164,SC2164  ,HALU1,7
snotel,896,10/1/93,1/1/00,40.87,-111.72,7270,Air Temperature,UT,Morgan,Hardscrabble Creek,Hardscrabble,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=896,11J37S  ,HARU1,8
scan,2166,3/3/10,1/1/00,38.31,-109.24,7060,Air Temperature,UT,San Juan,East Coyote Wash,Harms Way,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2166,SC2166  ,HWYU1,7
snotel,514,10/1/78,1/1/00,37.49,-112.58,7800,Air Temperature,UT,Kane,Swains Creek,Harris Flat,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=514,12M05S  ,HRSU1,8
snotel,517,10/1/78,1/1/00,40.8,-110.88,9160,Air Temperature,UT,Summit,Hayden Fork,Hayden Fork,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=517,10J44S  ,HFKU1,8
snotelt,1193,9/10/12,1/1/00,40.86,-110.38,10180,Air Temperature,UT,Summit,Dahlgreen Creek-Henrys Fork,Henrys Fork,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1193,10J24S  ,HENU1,8
snotel,521,10/1/84,1/1/00,40.95,-110.48,9510,Air Temperature,UT,Summit,West Fork Smiths Fork,Hewinta,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=521,10J04S  ,HEWU1,8
snotel,522,10/1/84,1/1/00,40.91,-109.96,9130,Air Temperature,UT,Daggett,Upper Sheep Creek,Hickerson Park,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=522,09J08S  ,HPSU1,8
snotel,1223,8/13/12,1/1/00,40.19,-111.36,7360,Air Temperature,UT,Utah,Upper Diamond Fork,Hobble Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1223,11J22S  ,HOBU1,8
scan,2127,5/10/07,1/1/00,39.19,-112.4,4750,Air Temperature,UT,Millard,Whiskey Creek,Holden,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2127,SC2127  ,HLDU1,7
snotel,528,10/1/84,1/1/00,40.92,-110.19,9170,Air Temperature,UT,Summit,Beaver Creek-Henrys Fork,Hole-in-Rock,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=528,10J01S  ,HIRU1,8
snotel,533,10/1/78,1/1/00,41.31,-111.45,8210,Air Temperature,UT,Morgan,Blue Fork Creek,Horse Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=533,11H21S  ,HRGU1,8
snotel,1216,6/12/12,1/1/00,39.62,-111.31,9650,Air Temperature,UT,Sanpete,Gooseberry Creek,Huntington Horse,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1216,11K05S  ,HNHU1,8
snotel,1099,9/20/07,1/1/00,38.07,-112.17,9710,Air Temperature,UT,Garfield,Outlet East Fork Sevier River,Jones Corral,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1099,12L20S  ,JCRU1,8
snotel,1145,6/17/10,1/1/00,41.25,-111.41,7230,Air Temperature,UT,Morgan,Upper Lost Creek,Kilfoil Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1145,11H31S  ,KILU1,8
snotel,557,10/1/79,1/1/00,38.48,-112.39,9110,Air Temperature,UT,Piute,Mill Creek,Kimberly Mine,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=557,12L06S  ,KMNU1,8
snotel,559,10/1/78,1/1/00,40.72,-109.54,8740,Air Temperature,UT,Uintah,Middle Little Brush Creek,Kings Cabin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=559,09J01S  ,KGCU1,8
snotel,1115,6/10/09,1/1/00,41.97,-111.6,7280,Air Temperature,UT,Cache,Hells Kitchen Canyon-Logan River,Klondike Narrows,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1115,11H01S  ,KDNU1,8
snotel,561,10/1/78,1/1/00,37.53,-113.05,9250,Air Temperature,UT,Iron,Crystal Creek,Kolob,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=561,13M05S  ,KLBU1,8
snotel,566,10/1/78,1/1/00,40.6,-110.43,10120,Air Temperature,UT,Duchesne,Crystal Creek-Yellowstone River,Lakefork #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=566,10J10S  ,LKFU1,8
snotel,1116,8/11/09,1/1/00,40.55,-110.35,8430,Air Temperature,UT,Duchesne,Crystal Creek-Yellowstone River,Lakefork #3,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1116,10J12S  ,LFKU1,8
snotel,513,10/1/78,1/1/00,40.74,-110.62,10890,Air Temperature,UT,Duchesne,Ottoson Creek-Lake Fork River,Lakefork Basin,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=513,10J25S  ,LBNU1,8
snotel,572,10/1/79,1/1/00,38.48,-109.27,9580,Air Temperature,UT,San Juan,Horse Creek-Mill Creek,Lasal Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=572,09L03S  ,LSMU1,8
snotel,1215,5/17/12,1/1/00,38.48,-109.29,8780,Air Temperature,UT,San Juan,Horse Creek-Mill Creek,Lasal Mountain-Lower,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1215,09L01S  ,LMLU1,8
snotel,1056,7/19/04,1/1/00,41.36,-111.49,8200,Air Temperature,UT,Weber,Left Fork South Fork Ogden River,Lightning Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1056,11H59S  ,LIGU1,8
snotel,579,10/1/79,1/1/00,40.86,-110.8,9130,Air Temperature,UT,Summit,East Fork Bear River,Lily Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=579,10J35S  ,LLKU1,8
snotel,582,10/1/78,1/1/00,41.41,-111.83,6540,Air Temperature,UT,Cache,South Fork Little Bear River,Little Bear,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=582,11H25S  ,LTBU1,8
snotel,583,10/1/85,1/1/00,37.49,-113.85,6060,Air Temperature,UT,Washington,Little Pine Creek,Little Grassy,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=583,13M04S  ,LGCU1,8
scan,2155,1/20/10,1/1/00,40.18,-110.3,5390,Air Temperature,UT,Duchesne,Town of Bridgeland-Duchesne River,Little Red Fox,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2155,SC2155  ,LRFU1,7
snotel,1261,10/6/14,1/1/00,38.07,-110.77,9530,Air Temperature,UT,Garfield,Headwaters North Wash,Lonesome Beaver,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1261,10M01S  ,LBVU1,8
snotel,592,10/1/78,1/1/00,37.51,-113.4,7990,Air Temperature,UT,Washington,Pinto Creek,Long Flat,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=592,13M02S  ,LGFU1,8
snotel,593,10/1/85,1/1/00,37.49,-112.51,7460,Air Temperature,UT,Kane,Headwaters East Fork Virgin River,Long Valley Jct,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=593,12M06S  ,LVJU1,8
snotel,596,10/1/87,1/1/00,40.84,-111.71,8150,Air Temperature,UT,Salt Lake,Headwaters Parleys Creek,Lookout Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=596,11J64S  ,LOPU1,8
snotel,1118,6/15/10,1/1/00,41.22,-111.36,6070,Air Temperature,UT,Morgan,Upper Lost Creek,Lost Creek Resv,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1118,11H32S  ,LCVU1,8
snotel,972,9/1/99,1/1/00,40.83,-111.76,6750,Air Temperature,UT,Salt Lake,City Creek,Louis Meadow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=972,11J69S  ,LMSU1,8
snotel,612,10/1/78,1/1/00,39.68,-111.32,8710,Air Temperature,UT,Sanpete,Cottonwood Canyon-San Pitch River,Mammoth-Cottonwood,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=612,11K03S  ,MCDU1,8
scan,2156,4/16/10,1/1/00,38.37,-112.64,6190,Air Temperature,UT,Beaver,Upper Indian Creek,Manderfield,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2156,SC2156  ,MNDU1,7
scan,2140,9/19/07,1/1/00,37.45,-109.34,5310,Air Temperature,UT,San Juan,McCracken Canyon,Mccracken Mesa,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2140,SC2140  ,RACU1,7
snotel,621,10/1/79,1/1/00,38.3,-112.44,8710,Air Temperature,UT,Beaver,Merchant Creek,Merchant Valley,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=621,12L12S  ,MVYU1,8
snotel,626,10/1/79,1/1/00,37.57,-112.84,9830,Air Temperature,UT,Iron,Midway Valley-Midway Creek,Midway Valley,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=626,12M23S  ,MDVU1,8
scan,2129,5/12/07,1/1/00,38.34,-113.01,5000,Air Temperature,UT,Beaver,Pole Canyon-Beaver River,Milford,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2129,SC2129  ,MFRU1,7
snotel,1321,6/21/24,1/1/00,40.7,-111.68,6960,Air Temperature,UT,Salt Lake,Headwaters Mill Creek,Mill Creek Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1321,        ,MIZU1,8
snotel,628,10/1/87,1/1/00,40.66,-111.64,8940,Air Temperature,UT,Salt Lake,Headwaters Big Cottonwood Creek,Mill-D North,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=628,11J65S  ,MLDU1,8
snotel,631,10/1/87,1/1/00,40.49,-112.61,8290,Air Temperature,UT,Tooele,South Willow Creek-Frontal Great Salt Lake,Mining Fork,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=631,12J07S  ,MFKU1,8
snotel,634,10/1/78,1/1/00,41.47,-111.5,8930,Air Temperature,UT,Cache,Sheep Creek,Monte Cristo,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=634,11H57S  ,MCRU1,8
scan,2133,5/17/07,1/1/00,41,-111.69,5120,Air Temperature,UT,Morgan,Outlet East Canyon Creek,Morgan,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2133,SC2133  ,MRGU1,7
snotel,643,10/1/78,1/1/00,40.61,-109.89,9550,Air Temperature,UT,Uintah,Mosby Sink-Dry Fork,Mosby Mtn.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=643,09J05S  ,MMTU1,8
scan,2134,9/11/07,1/1/00,40.37,-110.41,6930,Air Temperature,UT,Duchesne,Middle Pigeon Water Creek,Mountain Home,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2134,SC2134  ,MHMU1,7
snotel,1224,7/17/12,1/1/00,39.14,-111.51,9530,Air Temperature,UT,Sanpete,Headwaters Twelvemile Creek,Mt Baldy,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1224,11K12S  ,MTBU1,8
snotel,1269,8/1/15,1/1/00,37.98,-110.79,9210,Air Temperature,UT,Garfield,Slate Creek,Mt Pennell,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1269,10M02S  ,MPEU1,8
scan,2137,9/14/07,1/1/00,39.65,-111.87,5250,Air Temperature,UT,Juab,Fourmile Creek,Nephi,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2137,SC2137  ,NPIU1,7
snotel,1146,7/12/10,1/1/00,39.35,-112.19,7840,Air Temperature,UT,Millard,Upper Oak Creek,Oak Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1146,12K02S  ,OARU1,8
scan,2157,1/25/10,1/1/00,37.87,-112.43,6530,Air Temperature,UT,Garfield,East Bench-Sevier River,Panguitch,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2157,SC2157  ,PNGU1,7
snotel,1148,5/28/14,1/1/00,37.7,-112.65,8300,Air Temperature,UT,Garfield,Ipson Creek,Panguitch Lake RS,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1148,12M07S  ,PGLU1,8
scan,2153,1/14/10,1/1/00,41.77,-113.29,5100,Air Temperature,UT,Box Elder,Baker Hills Reservoir-Cotton Creek,Park Valley,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2153,SC2153  ,PVLU1,7
snotel,684,10/1/78,1/1/00,40.76,-111.63,7590,Air Temperature,UT,Summit,Big Dutch Hollow-East Canyon Creek,Parleys Summit,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=684,11J52S  ,PSUU1,8
snotel,856,8/21/19,1/1/00,40.7,-111.61,8330,Air Temperature,UT,Salt Lake,Headwaters Parleys Creek,Parleys Upper,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=856,        ,     ,8
snotel,971,8/2/99,1/1/00,40.93,-111.81,7760,Air Temperature,UT,Davis,Holbrook Creek-Frontal Farmington Bay,Parrish Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=971,11J68S  ,PCRU1,8
snotel,686,10/1/79,1/1/00,39.93,-111.63,8050,Air Temperature,UT,Utah,Peteetneet Creek,Payson R.S.,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=686,11K52S  ,PYSU1,8
snotel,691,10/1/78,1/1/00,39.01,-111.58,9010,Air Temperature,UT,Sevier,Skumpah Creek-Salina Creek,Pickle Keg,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=691,11K39S  ,PKLU1,8
snotel,694,10/1/84,1/1/00,38.88,-112.25,8720,Air Temperature,UT,Millard,Pine Creek,Pine Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=694,12L15S  ,PCKU1,8
snotel,1300,7/10/21,1/1/00,41.37,-111.77,8490,Air Temperature,UT,Cache,Davenport Creek,Powder Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1300,        ,     ,8
scan,2132,5/16/07,1/1/00,39.53,-110.81,5640,Air Temperature,UT,Carbon,Outlet Miller Creek,Price,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2132,SC2132  ,PCEU1,7
snotel,714,10/1/78,1/1/00,39.45,-111.27,8990,Air Temperature,UT,Emery,Lowry Water,Red Pine Ridge,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=714,11K28S  ,RPRU1,8
snotel,1225,8/6/12,1/1/00,40.68,-111.22,8540,Air Temperature,UT,Summit,Thorn Creek-Beaver Creek,Redden Mine Lwr,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1225,11J06S  ,RMLU1,8
snotel,1217,6/12/12,1/1/00,39.5,-111.73,7180,Air Temperature,UT,Juab,Quaking Aspen Creek-Chicken Creek,Rees Flat,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1217,11K36S  ,REFU1,8
snotel,720,10/1/79,1/1/00,40.55,-110.69,7880,Air Temperature,UT,Duchesne,South Fork Rock Creek,Rock Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=720,10J18S  ,RCKU1,8
snotel,1309,9/8/22,1/1/00,38.67,-112.33,8600,Air Temperature,UT,Sevier,Outlet Clear Creek,Rockwood GS,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1309,        ,     ,8
snotel,723,10/1/79,1/1/00,40.44,-112.22,8700,Air Temperature,UT,Tooele,Settlement Canyon,Rocky Basin-Settleme,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=723,12J06S  ,RBSU1,8
scan,2159,1/28/10,1/1/00,37.11,-113.36,3090,Air Temperature,UT,Washington,Workman Wash,Sand Hollow,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2159,SC2159  ,SHWU1,7
snotel,1280,10/26/16,1/1/00,39.92,-111.72,7830,Air Temperature,UT,Utah,Summit Creek,Santaquin Meadows,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1280,11J38S  ,     ,8
snotel,742,10/1/78,1/1/00,39.31,-111.43,9900,Air Temperature,UT,Sanpete,Seely Creek,Seeley Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=742,11K09S  ,SEEU1,8
snotel,763,10/1/78,1/1/00,40.79,-111.09,7640,Air Temperature,UT,Summit,Moffit Creek-Weber River,Smith  Morehouse,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=763,11J53S  ,SMMU1,8
snotel,766,10/1/88,1/1/00,40.57,-111.66,9170,Air Temperature,UT,Salt Lake,Headwaters Little Cottonwood Creek,Snowbird,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=766,11J42S  ,SBDU1,8
snotel,1117,9/15/09,1/1/00,40.84,-110.01,10240,Air Temperature,UT,Daggett,Upper Sheep Creek,Spirit Lk,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1117,10J55S  ,SPKU1,8
scan,2154,1/19/10,1/1/00,40.39,-109.35,4850,Air Temperature,UT,Uintah,Stewart Lake-Green River,Split Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2154,SC2154  ,SPMU1,7
scan,2158,4/14/10,1/1/00,37.51,-111.26,5340,Air Temperature,UT,Kane,Dry Fork Coyote Gulch,Spooky,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2158,SC2158  ,SPYU1,7
snotel,790,10/1/78,1/1/00,40.91,-110.5,10140,Air Temperature,UT,Summit,West Fork Smiths Fork,Steel Creek Park,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=790,10J20S  ,SCKU1,8
snotel,795,10/1/78,1/1/00,40.16,-111.21,8100,Air Temperature,UT,Wasatch,Mud Creek,Strawberry Divide,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=795,11J08S  ,STDU1,8
snotel,1249,9/17/13,1/1/00,38.05,-111.34,10010,Air Temperature,UT,Garfield,Oak Creek,Sunflower Flat,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1249,11M01S  ,SFFU1,8
snotel,1248,8/27/13,1/1/00,37.6,-112.93,8050,Air Temperature,UT,Iron,Crow Creek-Coal Creek,Suu Ranch,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1248,12M17S  ,SURU1,8
snotel,1247,8/20/13,1/1/00,39.74,-113.98,9110,Air Temperature,UT,Juab,Fifteenmile Creek,Takka Wiiya,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1247,13J01S  ,TAKU1,8
snotel,1013,10/1/01,1/1/00,41.79,-111.55,7420,Air Temperature,UT,Cache,Temple Fork,Temple Fork,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1013,11H58S  ,TPKU1,8
snotel,814,10/1/87,1/1/00,40.62,-111.53,9250,Air Temperature,UT,Summit,Kimball Creek,Thaynes Canyon,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=814,11J56S  ,THCU1,8
snotel,1226,7/21/12,1/1/00,39.24,-111.52,8790,Air Temperature,UT,Sanpete,Manti Canyon,Thistle Flat,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1226,11K35S  ,THIU1,8
snotel,1097,8/29/07,1/1/00,39.68,-110.43,8720,Air Temperature,UT,Carbon,Grassy Trail Reservoir-Whitmore Canyon,Timberline,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1097,10K06S  ,TLNU1,8
snotel,820,10/1/78,1/1/00,40.43,-111.62,8180,Air Temperature,UT,Utah,Middle American Fork ,Timpanogos Divide,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=820,11J21S  ,TIMU1,8
snotel,823,10/1/78,1/1/00,41.9,-111.63,8450,Air Temperature,UT,Cache,Tony Grove Creek-Logan River,Tony Grove Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=823,11H36S  ,TGLU1,8
snotel,1113,6/8/09,1/1/00,41.89,-111.57,6320,Air Temperature,UT,Cache,Tony Grove Creek-Logan River,Tony Grove RS,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1113,11H03S  ,TGSU1,8
snotel,828,10/1/78,1/1/00,40.68,-110.95,9970,Air Temperature,UT,Summit,Spring Canyon-Provo River,Trial Lake,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=828,10J52S  ,TRLU1,8
snotel,833,10/1/78,1/1/00,40.74,-109.67,9440,Air Temperature,UT,Uintah,North Fork Ashley Creek,Trout Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=833,09J16S  ,TCKU1,8
scan,2163,3/8/10,1/1/00,39.24,-113.46,4600,Air Temperature,UT,Millard,Marjum Canyon,Tule Valley,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2163,SC2163  ,TULU1,7
snotel,1227,7/22/12,1/1/00,39.42,-111.25,8600,Air Temperature,UT,Emery,Indian Creek,Upper Joes Valley,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1227,11K29S  ,UJVU1,8
snotel,1098,6/10/07,1/1/00,41.86,-111.51,8610,Air Temperature,UT,Rich,Big Creek,Usu Doc Daniel,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1098,11H60S  ,UDDU1,8
scan,2162,4/13/10,1/1/00,37.19,-112.19,6400,Air Temperature,UT,Kane,Lower Deer Spring Wash,Vermillion,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2162,SC2162  ,VMLU1,7
snotel,844,10/1/78,1/1/00,39.94,-112.41,7310,Air Temperature,UT,Tooele,Vernon Creek,Vernon Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=844,12K01S  ,VNCU1,8
snotel,853,10/1/79,1/1/00,37.58,-112.9,9150,Air Temperature,UT,Iron,Upper Deep Creek,Webster Flat,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=853,12M03S  ,WFLU1,8
scan,2139,9/18/07,1/1/00,38.01,-109.13,6980,Air Temperature,UT,San Juan,Iron Spring Canyon-East Canyon,West Summit,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2139,SC2139  ,WSMU1,7
snotel,864,10/1/78,1/1/00,39.96,-110.99,8620,Air Temperature,UT,Wasatch,Right Fork White River,White River #1,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=864,10K02S  ,WRVU1,8
snotel,865,10/1/78,1/1/00,37.84,-111.88,9640,Air Temperature,UT,Garfield,Sweetwater Creek,Widtsoe #3,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=865,11M03S  ,WSTU1,8
snotel,543,10/1/78,1/1/00,39.89,-110.75,9170,Air Temperature,UT,Duchesne,Left Fork Indian Canyon,Wilbur Bench,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=543,10K01S  ,ICYU1,8
snotel,1164,8/28/20,1/1/00,40.48,-111.04,9770,Air Temperature,UT,Wasatch,Mill Hollow-South Fork Provo River,Wolf Creek Peak,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1164,        ,     ,8
snotel,1228,7/19/12,1/1/00,39.13,-111.36,9330,Air Temperature,UT,Sanpete,Millsite Reservoir-Ferron Creek,Wrigley Creek,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1228,11K32S  ,WRIU1,8
snotel,1197,7/10/12,1/1/00,37.75,-112.77,8690,Air Temperature,UT,Iron,Center Creek-Parowan Creek,Yankee Reservoir,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1197,12M11S  ,YKEU1,8
scan,2039,6/8/00,1/1/00,38.23,-78.12,550,Air Temperature,VA,Orange,Clear Creek-Pamunkey Creek,N Piedmont Arec,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2039,SC2039  ,NPAV2,5
scan,2089,4/7/04,1/1/00,36.65,-80.15,1120,Air Temperature,VA,Patrick,Koger Creek-North Mayo River,Reynolds Homestead,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2089,SC2089  ,REYV2,5
scan,2088,4/6/04,1/1/00,37.93,-79.22,1760,Air Temperature,VA,Augusta,Upper South River,Shenandoah,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2088,SC2088  ,SHDV2,5
scan,2040,6/7/00,2/28/25,36.68,-76.77,80,Air Temperature,VA,Suffolk,Jones Swamp,Tidewater Arec,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2040,SC2040  ,TDWV2,5
scan,2124,8/29/08,1/22/15,18.35,-64.75,410,Air Temperature,VI,St. John,Northern St. John,Cinnamon Bay,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2124,SC2124  ,     ,4
scan,2123,11/14/06,1/1/00,17.72,-64.8,110,Air Temperature,VI,St. Croix,Southcentral-west St. Croix,Upper Bethlehem,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2123,SC2123  ,UBEV3,4
scan,2042,9/14/00,1/1/00,43.06,-73.04,2420,Air Temperature,VT,Bennington,Warm Brook,Lye Brook,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2042,SC2042  ,LBKV1,5
scan,2041,9/13/00,1/1/00,44.54,-72.83,2310,Air Temperature,VT,Chittenden,Headwaters Browns River,Mount Mansfield,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=2041,SC2041  ,MMSV1,5
snotel,908,9/23/94,1/1/00,47.78,-121.7,3500,Air Temperature,WA,King,Upper North Fork Tolt River,Alpine Meadows,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=908,21B48S  ,APSW1,8
snotel,990,10/1/01,1/1/00,48.88,-121.26,3630,Air Temperature,WA,Whatcom,Upper Big Beaver Creek,Beaver Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=990,21A01S  ,BVPW1,8
snotel,352,10/1/79,1/1/00,47.35,-120.68,4240,Air Temperature,WA,Chelan,Upper Peshastin Creek,Blewett Pass,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=352,20B02S  ,BPAW1,8
snotel,1080,9/15/09,1/1/00,48.93,-121.2,5840,Air Temperature,WA,Whatcom,Little Beaver Creek,Brown Top,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1080,21A28S  ,BRTW1,8
snotelt,1341,9/19/25,1/1/00,48.43,-119.85,5290,Air Temperature,WA,Okanogan,Summit Creek,Buck Mountain,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1341,        ,     ,8
snotel,1107,6/19/08,1/1/00,47.71,-123.46,4860,Air Temperature,WA,Jefferson,Headwaters Elwha River,Buckinghorse,https://wcc.sc.egov.usda.gov/nwcc/site?sitenum=1107,23B18S  ,BKHW1,8
